"annee_consommation","meta_categorie_activite","categorie_activite","sous_categorie_activite","nombre_declaration","surface_declaree","consommation_declaree"
"2022","Justice","Justice - Protection Judiciaire de la Jeunesse","Protection Judiciaire de la Jeunesse - Valeur par défaut",8,20988,3410005
"2022","Justice","Justice - Tribunaux","Tribunaux - Administration et bureaux (Bureaux standards)",168,615666,82684705
"2022","Justice","Justice - Tribunaux","Tribunaux - Valeur par défaut",17,40434,4439224
"2022","Laboratoires","Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)","Laboratoire - Administration et bureaux (Bureaux Standards)",64,146855,45762452
"2022","Laboratoires","Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)","Laboratoire - Valeur par défaut",143,481653,133856137
"2022","Laboratoires","Laboratoires (hors périmètre médical : étalonnage, suivi écologique…)","Laboratoire - Zone laboratoire",67,381778,106363139
"2022","Local vacant","Local vacant","Local vacant",248,752159,67263895
"2022","Logistique","Logistique","Entrepôt ou messagerie sans besoin de maintien en température du produit (avec ou sans maintien hors-gel des locaux)",6134,44123066,3250810060
"2022","Logistique","Logistique","Entrepôt à température ambiante (évolution libre entre +12°C et +26°C) ou avec maintien hors-gel pour les besoins du produit",522,4613099,317749503
"2022","Logistique","Logistique","Logistique - Administration et bureaux (bureaux standards)",796,2949257,292597064
"2022","Logistique","Logistique","Logistique - Valeur par défaut",1907,12461618,859155184
"2022","Logistique","Logistique","Logistique de froid négatif (Référence -18°C)",234,1525592,529630308
"2022","Logistique","Logistique","Logistique ou messagerie température dirigée +12 à +17°C - produits frais (référence à +15°C)",249,2015393,216816366
"2022","Logistique","Logistique","Logistique ou messagerie température dirigée froid positif +1 à +8°C - produits frais (référence à +3°C)",383,2885757,621598459
"2022","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Administration et bureaux (Bureaux Standards)",27,92579,31231072
"2022","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Bowling",34,97237,9999757
"2022","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Casino",104,331819,141406569
"2022","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Discothèque",16,15182,1453322
"2022","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Escape Game",17,6199,548720
"2022","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Espace Aqua ludique",6,27170,13014880
"2022","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Espace récréatif pour enfants",115,161722,15139343
"2022","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Laser Game",6,4459,181274
"2022","Nuit & Loisirs","Etablissement de nuit et de loisirs","Etablissement de nuit et de loisirs - Valeur par défaut",118,188932,42607747
"2022","Parc à thèmes","Parc d'attractions et parc à thèmes","Parc d'attractions et parc à thèmes - Administration et bureaux (Bureaux Standards)",6,15174,6738367
"2022","Parc à thèmes","Parc d'attractions et parc à thèmes","Parc d'attractions et parc à thèmes - Attraction bâtiment semi-ouvert",3,25706,17144316
"2022","Parc à thèmes","Parc d'attractions et parc à thèmes","Parc d'attractions et parc à thèmes - Valeur par défaut",119,489345,195732247
"2022","Parties communes CC","Parties communes des centres commerciaux et des galeries commerciales","C Commercial et G Commerciale (Valeur par défaut)",274,997806,151186138
"2022","Parties communes CC","Parties communes des centres commerciaux et des galeries commerciales","C Commercial et G Commerciale - Administration et bureaux",14,17932,1649978
"2022","Parties communes CC","Parties communes des centres commerciaux et des galeries commerciales","C Commercial et G Commerciale - Zones accessibles au public",352,1205177,172737804
"2022","Parties communes CC","Parties communes des centres commerciaux et des galeries commerciales","C Commercial et G Commerciale - Zones techniques Commerces",24,34825,3227834
"2022","Restauration","Restauration - Débit de boissons","Bar et café (sans restauration)",51,24629,3615483
"2022","Restauration","Restauration - Débit de boissons","Cafétéria (service de boissons chaudes, sandwiches et plats à réchauffer au micro-ondes)",86,89427,33446980
"2022","Restauration","Restauration - Débit de boissons","Restaurant gastronomique",21,30720,9878575
"2022","Restauration","Restauration - Débit de boissons","Restaurant traditionnel ou Brasserie",452,249283,101885777
"2022","Restauration","Restauration - Débit de boissons","Restauration - Valeur par défaut",559,412674,159852590
"2022","Restauration","Restauration - Débit de boissons","Restauration collective - Cuisine centrale",79,144843,59068592
"2022","Restauration","Restauration - Débit de boissons","Restauration collective avec services - Restauration inter-entreprises",99,159923,38391570
"2022","Restauration","Restauration - Débit de boissons","Restauration collective scolaire et universitaire",403,409890,82574928
"2022","Restauration","Restauration - Débit de boissons","Restauration en service continu en libre-service (avec plateaux) - Self",4,1959,687552
"2022","Restauration","Restauration - Débit de boissons","Restauration et débit de boissons - Réserve - Température ambiante",11,16796,12061887
"2022","Restauration","Restauration - Débit de boissons","Restauration et débits de boisson - Réserve et/ou meubles froid positif",10,15301,10400640
"2022","Restauration","Restauration - Débit de boissons","Restauration et débits de boissons - Administration et bureaux (bureaux standard)",26,17963,8785619
"2022","Restauration","Restauration - Débit de boissons","Restauration rapide commerciale continue (Burger - Salade - Kebab, …)",893,344951,304255574
"2022","Restauration","Restauration - Débit de boissons","Restauration rapide debout (Sandwicherie)",26,6165,1761439
"2022","Restauration","Restauration - Débit de boissons","Restauration sans service à la place (vente emportée ou livrée)",24,8307,2740540
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Administration non intégrée dans un service de soins (Bureaux Standards)",172,4154371,1095549214
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Blanchisserie",8,64789,41640884
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Blocs opératoires (blocs opératoires programmés et blocs opératoires d'urgence)",16,276401,78311173
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Consultation",286,1848603,463887627
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Hospitalisation ambulatoire",79,214606,46842065
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Hospitalisation conventionnelle",485,10771119,2849507870
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Imageries médicales (mammographie, tomographie, échographie, radiographie, IRM…)",25,10161,4082616
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Laboratoires courants",15,26827,5559737
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Restauration collective - Cuisine centrale (plateau repas)",13,45739,23484071
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Rééducation fonctionnelle - Kinésithérapie (SSR, thermothérapie, massages…)",175,1313758,248498966
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Salles blanches (pharmacie, chimiothérapie, dialyse, oxygénothérapie, prélèvements d'organes…)",6,4551,680093
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Valeur par défaut",830,15661995,3737603914
"2022","Santé","Santé - Centres Hospitaliers","Centres Hospitaliers - Zone accueil public",32,490357,112567264
"2022","Santé","Santé - Centres Hospitaliers","Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD) - Zones de vie",14,270550,59930016
"2022","Santé","Santé - Etablissements médico-sociaux","Centre médical (Maison médicale - Protection Maternelle et Infantile)",105,120370,12601575
"2022","Santé","Santé - Etablissements médico-sociaux","Centre médical spécialisé pour enfants et adolescents (CAMSP - CMPP)",68,136780,18436960
"2022","Santé","Santé - Etablissements médico-sociaux","Entrepôt ou messagerie sans besoin de maintien en température du produit (avec ou sans maintien hors-gel des locaux)",3,14661,2667981
"2022","Santé","Santé - Etablissements médico-sociaux","Etablissement d'hébergement pour personnes âgées dépendantes (EHPAD) - Zones de vie",3058,14806260,2459892775
"2022","Santé","Santé - Etablissements médico-sociaux","Etablissement d'hébergement social ou médico-social de mineurs en difficultés (MECS) - Zones de vie",208,523302,81416921
"2022","Santé","Santé - Etablissements médico-sociaux","Etablissement de Balnéothérapie - Bassins et piscines (dont vestiaires et douches)",4,16134,8238509
"2022","Santé","Santé - Etablissements médico-sociaux","Etablissement de Balnéothérapie - Zone de soins (massages, sauna et hammam)",3,23653,9241733
"2022","Santé","Santé - Etablissements médico-sociaux","Etablissement de prise en charge pour les enfants et adolescents (IEM - EEAP - IME - IDA - IDV - ITEP) - Zones de vie",570,1831548,261421685
"2022","Santé","Santé - Etablissements médico-sociaux","Etablissement médicalisé d'hébergement permanent pour adultes dépendants (MAS - FAM/EAM) - Zones de vie",653,2362758,395210254
"2022","Santé","Santé - Etablissements médico-sociaux","Etablissement médico-social - Administration et bureaux (bureaux standards)",318,601564,89088537
"2022","Santé","Santé - Etablissements médico-sociaux","Etablissement médico-social - Laverie",44,257561,68490733
"2022","Santé","Santé - Etablissements médico-sociaux","Etablissement médico-social - Restauration collective avec services",28,119750,24523833
"2022","Santé","Santé - Etablissements médico-sociaux","Etablissements médico-sociaux - Valeur par défaut",2401,8539262,1402331960
"2022","Santé","Santé - Santé libérale","Santé libérale - Administration et bureaux (Bureaux Standards)",68,45621,6094267
"2022","Santé","Santé - Santé libérale","Santé libérale - Imagerie médicale",37,22267,6622874
"2022","Santé","Santé - Santé libérale","Santé libérale - Kinésithérapie, Rééducation fonctionnelle (y compris accueil et salle d'attente associés)",72,13836,1684251
"2022","Santé","Santé - Santé libérale","Santé libérale - Laboratoire médical (y compris accueil et salle d'attente associés)",66,49846,12066868
"2022","Santé","Santé - Santé libérale","Santé libérale - Ophtalmologie (y compris accueil et salle d'attente associés)",18,13697,1811824
"2022","Santé","Santé - Santé libérale","Santé libérale - Prestations dentaires (y compris accueil et salle d'attente associés)",75,21914,2703649
"2022","Santé","Santé - Santé libérale","Santé libérale - Valeur par défaut",331,406115,77703514
"2022","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Grand Data Center (surface de salle IT comprise entre 5 000 m² à 10 000 m²)",15,125988,469357601
"2022","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Mini Data Center (surface de salle IT comprise entre 100 et 500 m²)",28,13185,24379283
"2022","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Moyen Data Center (surface de salle IT comprise entre 1 000 m² à 5 000 m²)",86,277811,675925389
"2022","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Petit Data Center (surface de salle IT comprise entre 500 et 1 000 m²)",41,64064,131037253
"2022","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Salle serveur & Data Center - Valeur par défaut",8,22951,35886381
"2022","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Très grand Data Center (surface de salle IT supérieure à 10 000 m²)",15,249328,500168514
"2022","Stationnement","Stationnement","Stationnement - Aire de lavage (en infra ou superstructure)",3,5250,236351
"2022","Stationnement","Stationnement","Stationnement - Station-service (en infra ou superstructure)",6,5560,171679
"2022","Stationnement","Stationnement","Stationnement - Valeur par défaut",273,2623445,54689593
"2022","Stationnement","Stationnement","Stationnement en infrastructure (Sous-sol en ventilation mécanique)",363,5431450,209019450
"2022","Stationnement","Stationnement","Stationnement en superstructure (Silo en ventilation naturelle, Parc de stationnement largement ventilé)",137,2414104,95830469
"2022","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Administration et bureaux (Bureaux Standards)",86,290651,36843757
"2022","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Hangars de maintenance aéronautique",34,244375,32692081
"2022","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Valeur par défaut",23,180765,20817401
"2022","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Zone sûreté et tri bagages",14,329561,47982204
"2022","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Zones passagers et parties communes de la zone commerciale",73,1463986,320282007
"2022","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Ateliers de maintenance du matériel roulant - N 1 à 3",34,311773,46539330
"2022","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Ateliers de maintenance du matériel roulant - N 1 à 4",10,90545,12458397
"2022","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Valeur par défaut",2229,4928747,717474875
"2022","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Zones Voyageurs aériennes",22,241983,31084709
"2022","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Zones de remisage couvertes",33,301281,29245421
"2022","Transport","Transport maritime ou fluvial de voyageurs","Gare maritime ou fluviale (Valeur par défaut)",5,7407,538180
"2022","Transport","Transport maritime ou fluvial de voyageurs","Gare maritime ou fluviale - Administration et bureaux (Bureaux Standards)",6,1045,124445
"2022","Transport","Transport routier de voyageurs","Gare routière (Valeur par défaut)",13,42027,4837002
"2022","Transport","Transport routier de voyageurs","Transport routier de voyageurs - Administration et bureaux (Bureaux Standards)",40,101887,15865632
"2022","Transport","Transport routier de voyageurs","Transport routier de voyageurs - Ateliers de maintenance",72,247730,46313307
"2022","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Administration et bureaux (Bureaux Standards)",12,19428,2325270
"2022","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Magasin de stockage de pièces",3,5680,198770
"2022","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Valeur par défaut",8,11045,570559
"2022","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Vente et exposition des unités",10,12550,1182273
"2022","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Zones atelier",14,21008,2372997
"2022","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Magasin de stockage de pièces",4,2994,106138
"2022","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Valeur par défaut",23,30241,1552146
"2022","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Vente et exposition de motocycles",22,22574,1453539
"2022","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Zones atelier",5,3557,285999
"2022","Vente véhicules et engins","Vente et services véhicules légers","Stationnement en infrastructure (Sous-sol en ventilation mécanique)",4,16268,1476320
"2022","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Administration et bureaux (Bureaux Standards)",42,68050,7914156
"2022","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Magasin de stockage de pièces",80,181312,11978943
"2022","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Valeur par défaut",1643,4466233,557610439
"2022","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Vente et exposition des véhicules",296,546285,57040002
"2022","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Zones atelier",900,1991090,228047699
"2022","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Stationnement en superstructure (Silo en ventilation naturelle, Parc de stationnement largement ventilé)",3,26330,1545554
"2022","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Administration et bureaux (Bureaux Standards)",63,143138,12623723
"2022","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Magasin de stockage de pièces",88,251567,14899062
"2022","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Valeur par défaut",676,1349615,118918680
"2022","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Vente et exposition des véhicules",22,42660,1987917
"2022","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Zones atelier",1189,2495420,214427610
"2023","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Administration et bureaux (Bureaux Standards)",30,40809,3585560
"2023","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Crèche",785,686109,79985154
"2023","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Halte garderie",200,162638,16642794
"2023","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Valeur par défaut",322,371151,39992854
"2023","Audiovisuel","Audiovisuel - Radio","Radio (Valeur par défaut)",39,9123,1556721
"2023","Audiovisuel","Audiovisuel - Radio","Radio - Administration et rédaction",28,22378,4038750
"2023","Audiovisuel","Audiovisuel - Radio","Radio - Studio d'enregistrement et de diffusion d'émissions radiophoniques",14,8400,1260259
"2023","Audiovisuel","Audiovisuel - Télévision et production cinéma","Télévision et production cinéma - Administration et rédaction",17,84653,29825733
"2023","Audiovisuel","Audiovisuel - Télévision et production cinéma","Télévision et production cinéma - Studio d'enregistrement et de diffusion d'émissions télévisées",34,86363,11282329
"2023","Audiovisuel","Audiovisuel - Télévision et production cinéma","Télévision et production cinéma - Valeur par défaut",34,44883,9184670
"2023","Blanchisserie","Blanchisserie dite """"industrielle""""","Blanchisserie industrielle - Lavage, Séchage et Finition",38,61825,61811539
"2023","Blanchisserie","Blanchisserie dite """"industrielle""""","Blanchisserie industrielle - Stockage & Chargement",5,19557,17770726
"2023","Blanchisserie","Blanchisserie dite """"industrielle""""","Blanchisserie industrielle - Valeur par défaut",138,574534,592749851
"2023","Bureaux","Bureaux - Services Publics - Banque","Banque - Distributeur automatique de billets indépendant",7,505,37948
"2023","Bureaux","Bureaux - Services Publics - Banque","Banque - Zone guichets accueil personnalisé",284,143142,14538270
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux (Valeur par défaut)",7672,13597061,1487631130
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Autres activités de services",871,1862347,209230806
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Bureaux standards",18664,38359538,4681119802
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Centre Documentaire",19,38499,4210434
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Espace Co-Working",155,380790,43711714
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Flex Office",377,1927445,243829101
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Grande salle de réunion - Auditorium - Amphithéâtre (à partir de 30 places)",274,460126,50257188
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Open Space",3248,10607648,1396690613
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Salle Haute Intensité - Centre d'appel",61,140579,17915022
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Salle Haute Intensité - Salle de marché",8,64324,16540616
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Zone Accueil Public",786,817765,86434297
"2023","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Zone archive sans contrainte hygrothermique",92,174433,14735900
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché (Valeur par défaut)",3344,6697843,1867082483
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Administration et bureaux",6,17602,5060456
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Réserve et Drive température ambiante",32,77260,20368857
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Zone de vente - Textile, bazar, maison et bricolage",3,6310,2745210
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",161,424512,128081166
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif",42,99603,33228510
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Grand supermarché (surface de vente comprise entre 1 000 m² et 2 500 m²)","Grand supermarché - Zone de vente primeur",3,4832,1447481
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²)","Hypermarché (Valeur par défaut)",1646,14274135,3408169916
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²)","Hypermarché - Réserve et Drive température ambiante",75,882202,168119890
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²)","Hypermarché - Station service",4,91288,11327764
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²)","Hypermarché - Zone de vente - Textile, bazar, maison et bricolage",7,38223,13017107
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²)","Hypermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",93,784952,192693206
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Hypermarché (surface de vente supérieure à 2 500 m²)","Hypermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif",12,79591,18106912
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²)","Petit supermarché (Valeur par défaut)",1103,1331369,344791224
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²)","Petit supermarché - Administration et bureaux",3,3850,395288
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²)","Petit supermarché - Réserve et Drive Froid positif",3,2374,1126860
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²)","Petit supermarché - Réserve et Drive température ambiante",5,6711,1254119
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²)","Petit supermarché - Zone de vente - Textile, bazar, maison et bricolage",4,3644,521035
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²)","Petit supermarché - Zone de vente Produits de grande consommation (épicerie, boissons, produits d'entretien de la personne et de la maison)",92,112424,36662599
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²)","Petit supermarché - Zone de vente Produits frais et surgelés - Froid positif et négatif",27,25729,8239655
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Petit supermarché (surface de vente comprise entre 400 m² et 1 000 m²)","Petit supermarché - Zone de vente primeur",9,8299,1894230
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²)","Supérette (Valeur par défaut)",60,17800,7056055
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²)","Supérette - Réserve et Drive Froid positif",24,3497,1008928
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²)","Supérette - Réserve et Drive température ambiante",5,974,302831
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²)","Supérette - Zone de vente froid positif et négatif",64,24400,13943710
"2023","Commerce alimentaire","Commerce - Grande Surface Alimentaire - Supérette (surface de vente < 400 m²)","Supérette - Zone de vente hors froid",17,11278,3118621
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Alimentaire (Valeur par défaut)",344,60631,20679423
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Alimentaire - Administration et bureaux",14,5656,1402806
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Alimentaire - Réserve froid ambiante",4,901,135887
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Alimentaire - Réserve froid positif",10,1581,302589
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Boucherie, Charcuterie - Zone vente",34,7851,2263752
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Boulangerie, Pâtisserie - Zone vente",320,96185,73166943
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Chocolatier, Confiseur - Zone vente",101,18372,3012246
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Epicerie, Caviste - Zone vente",96,31736,5515511
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Primeurs - Zone vente",57,28441,8469287
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Surgelés - Zone vente",214,74902,33355562
"2023","Commerce alimentaire","Commerces et services de détail - Alimentaire","Commerces et service de détail - Traiteur - Zone vente",20,3445,695118
"2023","Commerce de gros","Commerce de gros","Commerce de gros (Valeur par défaut)",1365,3320334,378940640
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Administration et bureaux",312,565460,37228987
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Autres produits alimentaires - Zone en température dirigée",36,120131,19066849
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Boucherie - Zone en température dirigée",6,6545,1738174
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Charcuterie et salaison - Zone en température dirigée",3,14346,5234644
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Crèmerie, Fromagerie - Zone en température dirigée",4,9586,2885393
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Fleurs et végétaux - Zone en température dirigée",14,38900,6107961
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Primeurs - Zone en température dirigée",74,253065,39611128
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Produits de la mer - Zone en température dirigée",15,37472,8345991
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Produits non périssables - Zone en température ambiante",760,2295956,108208751
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Volailler et gibiers - Zone en température dirigée",6,7254,964818
"2023","Commerce de gros","Commerce de gros","Commerce de gros - Zone de présentation en température ambiante",260,356803,27499086
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement automobile et Moto","GSS - Administration et bureaux",9,17670,1596516
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement automobile et Moto","GSS - Equipement automobile et moto (Valeur par défaut)",308,522927,35133779
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement automobile et Moto","GSS - Zone ateliers - Equipement automobile et moto",65,354474,80125181
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement automobile et Moto","GSS - Zone de réserve - Equipement automobile et moto",20,53558,2470795
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement automobile et Moto","GSS - Zone de vente - Equipement automobile et moto",118,168040,14449682
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la maison","GSS - Administration et bureaux",9,10208,603520
"2023","Commerce non alimentaire","Commerce - Grande Surface Spécialisée - Equipement de la maison","GSS - Equipement de la maison (Valeur par défaut)",750,1564102,140306661
