"annee_consommation","meta_categorie_activite","categorie_activite","sous_categorie_activite","nombre_declaration","surface_declaree","consommation_declaree"
"2020","Santé","Santé - Santé libérale","Santé libérale - Administration et bureaux (Bureaux Standards)",77,55152,6815345
"2020","Santé","Santé - Santé libérale","Santé libérale - Autre activité de santé libérale sans process (y compris accueil et salle d'attente associés)",4,550,33839
"2020","Santé","Santé - Santé libérale","Santé libérale - Imagerie médicale",28,18412,4557026
"2020","Santé","Santé - Santé libérale","Santé libérale - Kinésithérapie, Rééducation fonctionnelle (y compris accueil et salle d'attente associés)",67,45655,6185961
"2020","Santé","Santé - Santé libérale","Santé libérale - Laboratoire médical (y compris accueil et salle d'attente associés)",59,46083,10830882
"2020","Santé","Santé - Santé libérale","Santé libérale - Ophtalmologie (y compris accueil et salle d'attente associés)",19,13706,1350839
"2020","Santé","Santé - Santé libérale","Santé libérale - Prestations dentaires (y compris accueil et salle d'attente associés)",88,23169,3009020
"2020","Santé","Santé - Santé libérale","Santé libérale - Valeur par défaut",360,433166,84326346
"2020","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Grand Data Center (surface de salle IT comprise entre 5 000 m² à 10 000 m²)",15,120250,411767905
"2020","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Local serveurs (surface de salle IT inférieure à 20 m²)",3,2652,168431
"2020","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Mini Data Center (surface de salle IT comprise entre 100 et 500 m²)",23,10248,24285281
"2020","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Moyen Data Center (surface de salle IT comprise entre 1 000 m² à 5 000 m²)",80,314901,724427706
"2020","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Petit Data Center (surface de salle IT comprise entre 500 et 1 000 m²)",34,54765,107117884
"2020","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Salle serveur & Data Center - Valeur par défaut",16,55654,89446912
"2020","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Salle serveurs (surface de salle IT comprise entre 20 et 100 m²)",10,12555,14405447
"2020","Serveurs & IT","Salles serveurs et centres d'exploitation informatique","Très grand Data Center (surface de salle IT supérieure à 10 000 m²)",12,156162,401829053
"2020","Stationnement","Stationnement","Stationnement - Aire de lavage (en infra ou superstructure)",4,5667,381142
"2020","Stationnement","Stationnement","Stationnement - Station-service (en infra ou superstructure)",9,69222,3603079
"2020","Stationnement","Stationnement","Stationnement - Valeur par défaut",257,2338137,52785189
"2020","Stationnement","Stationnement","Stationnement en infrastructure (Sous-sol en ventilation mécanique)",683,9320164,290338131
"2020","Stationnement","Stationnement","Stationnement en superstructure (Silo en ventilation naturelle, Parc de stationnement largement ventilé)",166,2427940,99976373
"2020","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Administration et bureaux (Bureaux Standards)",117,283427,36436787
"2020","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Hangars de maintenance aéronautique",47,387518,49562197
"2020","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Valeur par défaut",21,67425,7466409
"2020","Transport","Transport aérien de voyageurs - Site aéroporturaire","Transport aérien de voyageurs - Zones passagers et parties communes de la zone commerciale",84,1430341,275045414
"2020","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Ateliers de maintenance du matériel roulant - N 1 à 3",37,304581,39801896
"2020","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Ateliers de maintenance du matériel roulant - N 1 à 4",9,88369,13241061
"2020","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Valeur par défaut",2324,4870562,789584402
"2020","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Zones Voyageurs aériennes",27,245814,30455827
"2020","Transport","Transport ferroviaire et guidé de voyageurs","Transport ferroviaire et guidé de voyageurs - Zones de remisage couvertes",34,301251,29042598
"2020","Transport","Transport maritime ou fluvial de voyageurs","Gare maritime ou fluviale (Valeur par défaut)",7,11794,1189173
"2020","Transport","Transport maritime ou fluvial de voyageurs","Gare maritime ou fluviale - Administration et bureaux (Bureaux Standards)",8,1719,475870
"2020","Transport","Transport maritime ou fluvial de voyageurs","Gare maritime ou fluviale - Zone d'embarquement ou débarquement des passagers",3,7855,937998
"2020","Transport","Transport routier de voyageurs","Gare routière (Valeur par défaut)",16,58871,4493031
"2020","Transport","Transport routier de voyageurs","Transport routier de voyageurs - Administration et bureaux (Bureaux Standards)",42,115810,18200647
"2020","Transport","Transport routier de voyageurs","Transport routier de voyageurs - Ateliers de maintenance",77,256290,51467126
"2020","Transport","Transport routier de voyageurs","Transport routier de voyageurs - Zones Voyageurs - hors quai non couverts",8,17273,1118369
"2020","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Administration et bureaux (Bureaux Standards)",14,21867,2878080
"2020","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Magasin de stockage de pièces",4,6253,241424
"2020","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Valeur par défaut",14,15274,740201
"2020","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Vente et exposition des unités",8,11744,1141124
"2020","Vente véhicules et engins","Vente et services engins nautiques et de plaisance","Vente et services engins nautiques et de plaisance - Zones atelier",17,29962,2665259
"2020","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Administration et bureaux (Bureaux Standards)",4,2702,211372
"2020","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Magasin de stockage de pièces",5,3965,110724
"2020","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Valeur par défaut",20,19231,1111539
"2020","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Vente et exposition de motocycles",24,24430,1416220
"2020","Vente véhicules et engins","Vente et services motocycle","Vente et services motocycles - Zones atelier",4,4340,547946
"2020","Vente véhicules et engins","Vente et services véhicules légers","Stationnement en infrastructure (Sous-sol en ventilation mécanique)",7,36014,4670623
"2020","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Administration et bureaux (Bureaux Standards)",54,68259,7659931
"2020","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Magasin de stockage de pièces",89,195480,14429318
"2020","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Valeur par défaut",1913,5168322,641770828
"2020","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Vente et exposition des véhicules",340,654281,68926645
"2020","Vente véhicules et engins","Vente et services véhicules légers","Vente et services véhicules légers - Zones atelier",1077,2532504,309302493
"2020","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Stationnement en superstructure (Silo en ventilation naturelle, Parc de stationnement largement ventilé)",3,12967,462372
"2020","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Administration et bureaux (Bureaux Standards)",47,123375,10703065
"2020","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Magasin de stockage de pièces",97,278091,18788188
"2020","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Valeur par défaut",708,1472532,124190603
"2020","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Vente et exposition des véhicules",43,85394,6260234
"2020","Vente véhicules et engins","Vente et services véhicules utilitaires et véhicules industriels","Vente et services véhicules utilitaires et véhicules industriels - Zones atelier",1246,2633658,236218416
"2021","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Administration et bureaux (Bureaux Standards)",54,78243,7743452
"2021","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Crèche",982,863564,124680395
"2021","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Halte garderie",237,191337,23315456
"2021","Accueil petite enfance","Accueil petite enfance","Accueil petite enfance - Valeur par défaut",521,625121,78948777
"2021","Audiovisuel","Audiovisuel - Radio","Radio (Valeur par défaut)",41,15284,1898740
"2021","Audiovisuel","Audiovisuel - Radio","Radio - Administration et rédaction",29,30388,5867878
"2021","Audiovisuel","Audiovisuel - Télévision et production cinéma","Télévision et production cinéma - Administration et rédaction",27,111514,37222454
"2021","Audiovisuel","Audiovisuel - Télévision et production cinéma","Télévision et production cinéma - Studio d'enregistrement et de diffusion d'émissions télévisées",43,109852,17275343
"2021","Audiovisuel","Audiovisuel - Télévision et production cinéma","Télévision et production cinéma - Valeur par défaut",48,148737,38717145
"2021","Blanchisserie","Blanchisserie dite """"industrielle""""","Blanchisserie industrielle - Lavage, Séchage et Finition",62,74970,59692519
"2021","Blanchisserie","Blanchisserie dite """"industrielle""""","Blanchisserie industrielle - Stockage & Chargement",7,44824,25899990
"2021","Blanchisserie","Blanchisserie dite """"industrielle""""","Blanchisserie industrielle - Valeur par défaut",188,715375,654110694
"2021","Bureaux","Bureaux - Services Publics - Banque","Banque - Distributeur automatique de billets indépendant",6,676,45563
"2021","Bureaux","Bureaux - Services Publics - Banque","Banque - Salle des coffres",3,934,128937
"2021","Bureaux","Bureaux - Services Publics - Banque","Banque - Zone guichets accueil personnalisé",232,111839,15033796
"2021","Bureaux","Bureaux - Services Publics - Banque","Bibliothèque, médiathèque et service d'archives - ERP - Salle de lecture, d'exposition, de conférences, hall d'accueil",4,5765,762954
"2021","Bureaux","Bureaux - Services Publics - Banque","Bureaux (Valeur par défaut)",13154,21787459,2795222602
"2021","Bureaux","Bureaux - Services Publics - Banque","Bureaux - Autres activités de services",1248,2511400,343017052
